,Last Name Chi,First Name Chi,Chi Name,Prefix CN,Last Name Eng,First Name Eng,Eng Name,Prefix,Gender,Category,Organization,Year,Award
5329,葉,智榮,葉智榮先生,先生,YIP,Chi-wing,Mr. YIP Chi-wing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5330,廖,啟明,廖啟明醫生,醫生,LIU,Kai-ming,Dr. LIU Kai-ming,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5331,歐,栢青,歐栢青先生,先生,AU,Pak-ching,Mr. AU Pak-ching,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5332,鄭,家豪,鄭家豪先生,先生,CHENG,Ka-ho,Mr. CHENG Ka-ho,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5333,鄧,淑文,鄧淑文女士,女士,TANG,Suk-man,Miss TANG Suk-man,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5334,關,蕙芳,關蕙芳女士,女士,KWAN,Wai-fong,Ms. KWAN Wai-fong,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5335,,. Muhammed Javed SHAHAB,Mr. Muhammed Javed SHAHAB,Mr,SHAHAB,Muhammed Javed,Mr. Muhammed Javed SHAHAB,Mr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5336,柯,耀林,柯耀林先生,先生,OR,Yiu-lam,Mr. OR Yiu-lam,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5337,梁,兆棠,梁兆棠先生,先生,LEUNG,Siu-tong,Mr. LEUNG Siu-tong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5338,梁,有方,梁有方先生,先生,LEUNG,Yau-fong,Mr. LEUNG Yau-fong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5339,王,史提芬,王史提芬先生,先生,WONG,Steven Patrick Marie Josee,Mr. Steven Patrick Marie Josee WONG,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5340,王,銳基,王銳基先生,先生,WANG,Rui-ji,Mr. WANG Rui-ji,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5341,何,啟華,何啟華先生,先生,HO,Kai-wah,Mr. HO Kai-wah,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5342,吳,汝欽,吳汝欽先生,先生,NG,Yu-yum,Mr. NG Yu-yum,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5343,李,永生,李永生先生,先生,LI,Wing-sang,Mr. LI Wing-sang,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5344,李,志清,李志清先生,先生,LEE,Chi-ching,Mr. LEE Chi-ching,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5345,周,冠華,周冠華先生,先生,CHOW,Kun-wah,Mr. CHOW Kun-wah,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5346,周,頌平,周頌平先生,先生,CHAU,Chung-ping,Mr. CHAU Chung-ping,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5347,林,映龍,林映龍先生,先生,LAM,Ying-lung,Mr. LAM Ying-lung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5348,林,國明,林國明先生,先生,LAM,Kwok-ming,Mr. LAM Kwok-ming,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5349,孫,亮光,孫亮光先生,先生,SUEN,Leung-kwong,Mr. SUEN Leung-kwong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5350,張,志泉,張志泉先生,先生,CHEUNG,Chee-chuen,Mr. CHEUNG Chee-chuen,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5351,梁,偉基,梁偉基先生,先生,LEUNG,Wai-kei,Mr. LEUNG Wai-kei,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5352,陳,浩榮,陳浩榮先生,先生,CHAN,Ho-wing,Mr. CHAN Ho-wing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5353,陳,惠容,陳惠容女士,女士,CHAN,Wai-yung,Ms. CHAN Wai-yung,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5354,陳,麗華,陳麗華女士,女士,CHAN,Lai-wah,Ms. CHAN Lai-wah,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5355,麥,子飛,麥子飛先生,先生,MAK,Chi-fee,Mr. MAK Chi-fee,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5356,曾,生,曾　生先生,先生,TSANG,Sang,Mr. TSANG Sang,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5357,馮,家正,馮家正先生,先生,FUNG,Ka-ching,Mr. FUNG Ka-ching,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5358,黃,若嫻修女,黃若嫻修女,,WONG,Sister  Yeuk-han,Sister WONG Yeuk-han,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5359,黃,凝鎏,黃凝鎏先生,先生,WONG,Ying-lau,Mr. WONG Ying-lau,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5360,黃,興,黃　興先生,先生,WONG,Hing,Mr. WONG Hing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5361,楊,志滔,楊志滔博士,博士,YEUNG,Che-to,Dr. YEUNG Che-to,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5362,楊,志達,楊志達先生,先生,YEUNG,Chee-tat,Mr. YEUNG Chee-tat,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5363,楊,秀芳,楊秀芳醫生,醫生,YEUNG,Shou-fong,Dr. YEUNG Shou-fong,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5364,葉,松茂,葉松茂博士,博士,IP,Saimond,Dr. Saimond IP,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5365,劉,賀強,劉賀強先生,先生,LAU,Hor-keung,Mr. LAU Hor-keung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5366,劉,達初,劉達初先生,先生,LAU,Tat-chor,Mr. LAU Tat-chor,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5367,潘,慶輝,潘慶輝先生,先生,POON,Hing-fai,Mr. POON Hing-fai,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5368,蔡,仲樑,蔡仲樑先生,先生,CHOY,Chung-leung,Mr. CHOY Chung-leung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5369,鄭,俊偉,鄭俊偉先生,先生,CHENG,Chun-wai,Mr. CHENG Chun-wai,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5370,鄧,美好,鄧美好女士,女士,TANG,Mee-ho,Ms. TANG Mee-ho,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5371,鄧,漢強,鄧漢強先生,先生,TANG,Hon-keung,Mr. TANG Hon-keung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5372,盧,永康,盧永康先生,先生,LO,Wing-hon,Mr. LO Wing-hon,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5373,關,瑞龍,關瑞龍先生,先生,KWAN,Shui-lung,Mr. KWAN Shui-lung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Chief Executive's Commendation for Community Service
5374,林,煥光,林煥光先生,先生,LAM,Woon-kwong,Mr. LAM Woon-kwong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5375,張,偉麟,張偉麟醫生,醫生,CHEUNG,Wai-lun,Dr. CHEUNG Wai-lun,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5376,黃,福根,黃福根先生,先生,WONG,Fuk-kan,Mr. WONG Fuk-kan,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5377,楊,福琪,楊福琪女士,女士,YOUNG,Fuk-ki,Ms. YOUNG Fuk-ki,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5378,鄧,志豪,鄧志豪先生,先生,TANG,Chi-ho,Mr. TANG Chi-ho,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5379,蘇,炤成,蘇炤成先生,先生,SO,Shiu-shing,Mr. SO Shiu-shing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5380,伍,偉傑,伍偉傑先生,先生,NG,Wai-kit,Mr. NG Wai-kit,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5381,程,棣妍,程棣妍女士,女士,CHING,Tai-yin,Ms. CHING Tai-yin,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5382,劉,楚釗,劉楚釗醫生,醫生,LAU,Chor-chiu,Dr. LAU Chor-chiu,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5383,刁,敏兒,刁敏兒女士,女士,TIU,Mun-yee,Ms. TIU Mun-yee,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5384,尹,淑玲,尹淑玲女士,女士,WAN,Suk-ling,Ms. WAN Suk-ling,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5385,尹,錦安,尹錦安先生,先生,WAN,Kam-on,Mr. WAN Kam-on,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5386,文,趙康,文趙康先生,先生,MAN,Chiu-hong,Mr. MAN Chiu-hong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5387,方,兆寅,方兆寅醫生,醫生,FONG,Siu-yan,Dr. FONG Siu-yan,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5388,方,芷君,方芷君女士,女士,FONG,Tsz-kwan,Ms. FONG Tsz-kwan,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5389,王,紹強,王紹強先生,先生,WONG,Siu-keung,Mr. WONG Siu-keung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5390,古,龍沙美娜,古龍沙美娜醫生,醫生,GURUNG,Sharmila,Dr. Sharmila GURUNG,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5391,朱,明,朱　明先生,先生,CHU,Ming,Mr. CHU Ming,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5392,朱,淑儀,朱淑儀醫生,醫生,CHU,Suk-yi,Dr. CHU Suk-yi,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5393,何,栢良,何栢良醫生,醫生,HO,Pak-leung,Dr. HO Pak-leung,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5394,何,遠芳,何遠芳醫生,醫生,HO,Yuen-fong,Dr. HO Yuen-fong,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5395,何,錦兒,何錦兒女士,女士,HO,Kam-yee,Ms. HO Kam-yee,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5396,吳,嵩,吳　嵩先生,先生,NG,Shung,Mr. NG Shung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5397,吳,愛玲,吳愛玲女士,女士,NG,Oi-ling,Ms. NG Oi-ling,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5398,吳,慧英,吳慧英女士,女士,NG,Wei-ying,Ms. NG Wei-ying,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5399,李,細燕,李細燕女士,女士,LEE,Sai-yin,Ms. LEE Sai-yin,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5400,李,萍,李　萍女士,女士,LI,Ping,Miss LI Ping,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5401,李,錦滔,李錦滔教授,教授,LI,Professor  Kam-tao,Professor LI Kam-tao,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5402,李,艷芬,李艷芬女士,女士,LI,Yim-fun,Ms. LI Yim-fun,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5403,沙,飛露,沙飛露先生,先生,SAEED,Farooq,Mr. Farooq SAEED,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5404,沙,惠良,沙惠良醫生,醫生,SHA,Wai-leung,Dr. SHA Wai-leung,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5405,沈,潔,沈　潔醫生,醫生,SHEN,Judith,Dr. Judith SHEN,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5406,周,育賢,周育賢醫生,醫生,CHOW,Yuk-yin,Dr. CHOW Yuk-yin,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
5407,周,佩敏,周佩敏女士,女士,CHAU,Pui-man,Ms. CHAU Pui-man,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Chief Executive's Commendation for Community Service
